version,ns1:timeZone,ns1:type,ns1:locationId,ns1:parameterId,ns1:ensembleId,ns1:ensembleMemberIndex,unit,multiplier,date,time,date2,time3,date4,time5,ns1:missVal,ns1:stationName,ns1:units,ns1:creationDate,ns1:creationTime,date6,time7,value,flag
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/22/2018,18:00:00,40584.816,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/23/2018,0:00:00,44246.555,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/23/2018,6:00:00,58228.203,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/23/2018,12:00:00,96673.96,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/23/2018,18:00:00,107076.74,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/24/2018,0:00:00,115973.75,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/24/2018,6:00:00,124691.18,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/24/2018,12:00:00,130344.44,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/24/2018,18:00:00,126047.02,0
1.5,0,instantaneous,BRKM2TOT,SQIN,MEFP,1950,second,21600,2/27/2018,18:00:00,5/28/2018,12:00:00,2/27/2018,12:00:00,-999,Little Falls,CFS,2/27/2018,17:30:04,3/25/2018,0:00:00,120712.68,0
